,wind_farm,oem_manufacturer,latitude,longitude,country,rated_power,rotor_diameter,hub_height,turbine_type,commissioning_date
2594,Horns Rev I,Vestas,55.4687,7.8404,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2595,Horns Rev I,Vestas,55.4686,7.8316,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2596,Horns Rev I,Vestas,55.504,7.8761,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2597,Horns Rev I,Vestas,55.4837,7.8456,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2598,Horns Rev I,Vestas,55.4786,7.838,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2599,Horns Rev I,Vestas,55.4839,7.8633,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2600,Horns Rev I,Vestas,55.4938,7.8609,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2601,Horns Rev I,Vestas,55.4939,7.8697,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2602,Horns Rev I,Vestas,55.494,7.8786,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2603,Horns Rev I,Vestas,55.4982,7.7976,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2604,Horns Rev I,Vestas,55.4983,7.8065,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2605,Horns Rev I,Vestas,55.4984,7.8153,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2606,Horns Rev I,Vestas,55.4985,7.8242,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2607,Horns Rev I,Vestas,55.4986,7.833,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2608,Horns Rev I,Vestas,55.4986,7.8419,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2609,Horns Rev I,Vestas,55.4987,7.8508,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2610,Horns Rev I,Vestas,55.4988,7.8596,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2611,Horns Rev I,Vestas,55.4989,7.8685,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2612,Horns Rev I,Vestas,55.499,7.8774,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2613,Horns Rev I,Vestas,55.5032,7.7964,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2614,Horns Rev I,Vestas,55.5033,7.8052,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2615,Horns Rev I,Vestas,55.5034,7.8141,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2616,Horns Rev I,Vestas,55.5035,7.823,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2617,Horns Rev I,Vestas,55.5035,7.8318,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2618,Horns Rev I,Vestas,55.5036,7.8407,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2619,Horns Rev I,Vestas,55.5037,7.8496,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2620,Horns Rev I,Vestas,55.5038,7.8584,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2621,Horns Rev I,Vestas,55.4937,7.852,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2622,Horns Rev I,Vestas,55.4937,7.8431,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2623,Horns Rev I,Vestas,55.4936,7.8343,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2624,Horns Rev I,Vestas,55.4935,7.8254,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2625,Horns Rev I,Vestas,55.4839,7.8722,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2626,Horns Rev I,Vestas,55.484,7.881,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2627,Horns Rev I,Vestas,55.4883,7.8001,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2628,Horns Rev I,Vestas,55.4838,7.8545,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2629,Horns Rev I,Vestas,55.4884,7.8178,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2630,Horns Rev I,Vestas,55.4885,7.8266,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2631,Horns Rev I,Vestas,55.4886,7.8355,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2632,Horns Rev I,Vestas,55.4883,7.8089,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2633,Horns Rev I,Vestas,55.4888,7.8532,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2634,Horns Rev I,Vestas,55.4888,7.8621,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2635,Horns Rev I,Vestas,55.4889,7.871,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2636,Horns Rev I,Vestas,55.489,7.8798,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2637,Horns Rev I,Vestas,55.4932,7.7988,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2638,Horns Rev I,Vestas,55.4933,7.8077,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2639,Horns Rev I,Vestas,55.4934,7.8166,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2640,Horns Rev I,Vestas,55.4887,7.8444,Denmark,2.0,80.0,70.0,V80-2.0 MW,2002-12
2641,Horns Rev II,Siemens,55.6008,7.5791,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2642,Horns Rev II,Siemens,55.5994,7.5874,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2643,Horns Rev II,Siemens,55.598,7.5957,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2644,Horns Rev II,Siemens,55.5969,7.5506,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2645,Horns Rev II,Siemens,55.5967,7.604,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2646,Horns Rev II,Siemens,55.5959,7.559,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2647,Horns Rev II,Siemens,55.5938,7.5759,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2648,Horns Rev II,Siemens,55.5948,7.5675,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2649,Horns Rev II,Siemens,55.6092,7.5748,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2650,Horns Rev II,Siemens,55.6026,7.6074,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2651,Horns Rev II,Siemens,55.6208,7.593,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2652,Horns Rev II,Siemens,55.6201,7.5638,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2653,Horns Rev II,Siemens,55.6195,7.6215,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2654,Horns Rev II,Siemens,55.6185,7.6007,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2655,Horns Rev II,Siemens,55.6182,7.5717,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2656,Horns Rev II,Siemens,55.6163,7.6084,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2657,Horns Rev II,Siemens,55.6162,7.5797,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2658,Horns Rev II,Siemens,55.6143,7.5876,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2659,Horns Rev II,Siemens,55.6141,7.6161,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2660,Horns Rev II,Siemens,55.6021,7.5707,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2661,Horns Rev II,Siemens,55.6125,7.5585,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2662,Horns Rev II,Siemens,55.6109,7.5667,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2663,Horns Rev II,Siemens,55.6104,7.6035,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2664,Horns Rev II,Siemens,55.5927,7.5844,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2665,Horns Rev II,Siemens,55.6084,7.6114,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2666,Horns Rev II,Siemens,55.6076,7.583,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2667,Horns Rev II,Siemens,55.6059,7.5911,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2668,Horns Rev II,Siemens,55.6048,7.5541,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2669,Horns Rev II,Siemens,55.6043,7.5992,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2670,Horns Rev II,Siemens,55.6035,7.5624,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2671,Horns Rev II,Siemens,55.6123,7.5956,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2672,Horns Rev II,Siemens,55.5917,7.5928,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2673,Horns Rev II,Siemens,55.648,7.5932,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2674,Horns Rev II,Siemens,55.5889,7.548,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2675,Horns Rev II,Siemens,55.5575,7.564,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2676,Horns Rev II,Siemens,55.557,7.5554,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2677,Horns Rev II,Siemens,55.5565,7.5468,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2678,Horns Rev II,Siemens,55.622,7.6141,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2679,Horns Rev II,Siemens,55.5906,7.6013,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2680,Horns Rev II,Siemens,55.623,7.5853,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2681,Horns Rev II,Siemens,55.6245,7.6066,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2682,Horns Rev II,Siemens,55.6248,7.6274,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2683,Horns Rev II,Siemens,55.6252,7.5776,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2684,Horns Rev II,Siemens,55.627,7.5992,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2685,Horns Rev II,Siemens,55.6275,7.5699,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2686,Horns Rev II,Siemens,55.6275,7.6203,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2687,Horns Rev II,Siemens,55.5581,7.5726,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2688,Horns Rev II,Siemens,55.6296,7.5918,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2689,Horns Rev II,Siemens,55.6303,7.6132,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2690,Horns Rev II,Siemens,55.6321,7.5843,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2691,Horns Rev II,Siemens,55.6328,7.6272,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2692,Horns Rev II,Siemens,55.6331,7.6061,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2693,Horns Rev II,Siemens,55.6346,7.5769,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2694,Horns Rev II,Siemens,55.6358,7.6204,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2695,Horns Rev II,Siemens,55.6359,7.5989,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2696,Horns Rev II,Siemens,55.6386,7.5918,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2697,Horns Rev II,Siemens,55.6389,7.6136,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2698,Horns Rev II,Siemens,55.6414,7.5847,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2699,Horns Rev II,Siemens,55.6419,7.6068,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2700,Horns Rev II,Siemens,55.6449,7.6,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2701,Horns Rev II,Siemens,55.6298,7.634,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2702,Horns Rev II,Siemens,55.5586,7.5812,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2703,Horns Rev II,Siemens,55.5853,7.5907,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2704,Horns Rev II,Siemens,55.5596,7.5983,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2705,Horns Rev II,Siemens,55.58,7.5635,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2706,Horns Rev II,Siemens,55.5792,7.5808,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2707,Horns Rev II,Siemens,55.5657,7.5889,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2708,Horns Rev II,Siemens,55.5787,7.5894,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2709,Horns Rev II,Siemens,55.5783,7.598,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2710,Horns Rev II,Siemens,55.5727,7.5455,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2711,Horns Rev II,Siemens,55.5804,7.5549,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2712,Horns Rev II,Siemens,55.5726,7.5542,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2713,Horns Rev II,Siemens,55.5724,7.5715,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2714,Horns Rev II,Siemens,55.5723,7.5801,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2715,Horns Rev II,Siemens,55.5722,7.5888,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2716,Horns Rev II,Siemens,55.5721,7.5974,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2717,Horns Rev II,Siemens,55.5659,7.5975,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2718,Horns Rev II,Siemens,55.5591,7.5897,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2719,Horns Rev II,Siemens,55.5725,7.5628,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2720,Horns Rev II,Siemens,55.5808,7.5463,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2721,Horns Rev II,Siemens,55.5796,7.5721,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2722,Horns Rev II,Siemens,55.586,7.5822,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2723,Horns Rev II,Siemens,55.5646,7.5457,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2724,Horns Rev II,Siemens,55.5867,7.5736,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2725,Horns Rev II,Siemens,55.5882,7.5566,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2726,Horns Rev II,Siemens,55.5875,7.5651,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2727,Horns Rev II,Siemens,55.5648,7.5543,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2728,Horns Rev II,Siemens,55.5845,7.5993,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2729,Horns Rev II,Siemens,55.5654,7.5802,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2730,Horns Rev II,Siemens,55.5652,7.5716,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2731,Horns Rev II,Siemens,55.565,7.563,Denmark,2.3,93.0,68.0,SWT-2.3-93,2010-01
2732,Horns Rev III,Vestas,55.6825,7.7729,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2733,Horns Rev III,Vestas,55.7093,7.6269,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2734,Horns Rev III,Vestas,55.7083,7.5991,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2735,Horns Rev III,Vestas,55.707,7.5687,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2736,Horns Rev III,Vestas,55.7182,7.5996,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2737,Horns Rev III,Vestas,55.736,7.5507,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2738,Horns Rev III,Vestas,55.7379,7.604,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2739,Horns Rev III,Vestas,55.7281,7.6012,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2740,Horns Rev III,Vestas,55.7258,7.5534,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2741,Horns Rev III,Vestas,55.7167,7.5616,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2742,Horns Rev III,Vestas,55.6973,7.5719,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2743,Horns Rev III,Vestas,55.7373,7.5756,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2744,Horns Rev III,Vestas,55.6984,7.5997,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2745,Horns Rev III,Vestas,55.683,7.7145,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2746,Horns Rev III,Vestas,55.6885,7.6014,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2747,Horns Rev III,Vestas,55.6994,7.6275,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2748,Horns Rev III,Vestas,55.6906,7.657,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2749,Horns Rev III,Vestas,55.7069,7.7086,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2750,Horns Rev III,Vestas,55.6969,7.7092,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2751,Horns Rev III,Vestas,55.7015,7.6831,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2752,Horns Rev III,Vestas,55.7114,7.6825,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2753,Horns Rev III,Vestas,55.6797,7.6321,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2754,Horns Rev III,Vestas,55.7203,7.6552,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2755,Horns Rev III,Vestas,55.7313,7.6847,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2756,Horns Rev III,Vestas,55.7411,7.6874,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2757,Horns Rev III,Vestas,55.7302,7.6569,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2758,Horns Rev III,Vestas,55.74,7.6596,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2759,Horns Rev III,Vestas,55.739,7.6318,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2760,Horns Rev III,Vestas,55.7292,7.629,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2761,Horns Rev III,Vestas,55.7214,7.683,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2762,Horns Rev III,Vestas,55.6874,7.5736,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2763,Horns Rev III,Vestas,55.679,7.687,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2764,Horns Rev III,Vestas,55.6616,7.6688,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2765,Horns Rev III,Vestas,55.6787,7.6043,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2766,Horns Rev III,Vestas,55.6843,7.7427,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2767,Horns Rev III,Vestas,55.6683,7.6942,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2768,Horns Rev III,Vestas,55.6732,7.7194,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2769,Horns Rev III,Vestas,55.6742,7.7471,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2770,Horns Rev III,Vestas,55.6647,7.7521,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2771,Horns Rev III,Vestas,55.6701,7.636,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2772,Horns Rev III,Vestas,55.6636,7.7244,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2773,Horns Rev III,Vestas,55.6342,7.6901,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2774,Horns Rev III,Vestas,55.6437,7.7101,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2775,Horns Rev III,Vestas,55.6432,7.682,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2776,Horns Rev III,Vestas,55.6558,7.7019,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2777,Horns Rev III,Vestas,55.6523,7.6749,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2778,Horns Rev III,Vestas,55.6605,7.641,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2779,Horns Rev III,Vestas,55.6543,7.7304,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2780,Horns Rev III,Vestas,55.6711,7.6638,Denmark,8.0,164.0,105.0,V164-8.0 MW,2019-08
2781,Hornsea Project 1,Siemens Gamesa,53.8356,1.6514,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2782,Hornsea Project 1,Siemens Gamesa,53.8934,1.8362,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2783,Hornsea Project 1,Siemens Gamesa,53.9389,2.0354,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2784,Hornsea Project 1,Siemens Gamesa,53.8882,2.0495,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2785,Hornsea Project 1,Siemens Gamesa,53.8995,2.0371,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2786,Hornsea Project 1,Siemens Gamesa,53.9089,2.0268,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2787,Hornsea Project 1,Siemens Gamesa,53.9191,2.0156,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2788,Hornsea Project 1,Siemens Gamesa,53.8579,1.8753,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2789,Hornsea Project 1,Siemens Gamesa,53.8878,2.0085,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2790,Hornsea Project 1,Siemens Gamesa,53.8995,1.9956,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2791,Hornsea Project 1,Siemens Gamesa,53.9112,1.9827,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2792,Hornsea Project 1,Siemens Gamesa,53.9228,1.97,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2793,Hornsea Project 1,Siemens Gamesa,53.8537,2.0044,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2794,Hornsea Project 1,Siemens Gamesa,53.8646,1.9924,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2795,Hornsea Project 1,Siemens Gamesa,53.9298,2.0453,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2796,Hornsea Project 1,Siemens Gamesa,53.8756,1.9804,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2797,Hornsea Project 1,Siemens Gamesa,53.8974,1.9564,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2798,Hornsea Project 1,Siemens Gamesa,53.9083,1.9444,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2799,Hornsea Project 1,Siemens Gamesa,53.919,1.9327,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2800,Hornsea Project 1,Siemens Gamesa,53.8566,1.9598,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2801,Hornsea Project 1,Siemens Gamesa,53.868,1.9473,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2802,Hornsea Project 1,Siemens Gamesa,53.8794,1.9347,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2803,Hornsea Project 1,Siemens Gamesa,53.8989,1.7056,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2804,Hornsea Project 1,Siemens Gamesa,53.8785,2.0601,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2805,Hornsea Project 1,Siemens Gamesa,53.876,2.0214,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2806,Hornsea Project 1,Siemens Gamesa,53.8811,1.7702,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2807,Hornsea Project 1,Siemens Gamesa,53.8827,1.7236,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2808,Hornsea Project 1,Siemens Gamesa,53.8862,1.6897,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2809,Hornsea Project 1,Siemens Gamesa,53.8865,1.9684,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2810,Hornsea Project 1,Siemens Gamesa,53.909,1.8189,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2811,Hornsea Project 1,Siemens Gamesa,53.9188,2.0575,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2812,Hornsea Project 1,Siemens Gamesa,53.8971,2.0812,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2813,Hornsea Project 1,Siemens Gamesa,53.8816,1.8493,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2814,Hornsea Project 1,Siemens Gamesa,53.8698,1.8623,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2815,Hornsea Project 1,Siemens Gamesa,53.934,1.833,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2816,Hornsea Project 1,Siemens Gamesa,53.9216,1.8467,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2817,Hornsea Project 1,Siemens Gamesa,53.8984,1.8718,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2818,Hornsea Project 1,Siemens Gamesa,53.886,1.8859,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2819,Hornsea Project 1,Siemens Gamesa,53.8696,1.904,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2820,Hornsea Project 1,Siemens Gamesa,53.858,1.9168,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2821,Hornsea Project 1,Siemens Gamesa,53.9249,1.8847,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2822,Hornsea Project 1,Siemens Gamesa,53.9136,1.8971,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2823,Hornsea Project 1,Siemens Gamesa,53.88,2.1818,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2824,Hornsea Project 1,Siemens Gamesa,53.8885,2.1726,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2825,Hornsea Project 1,Siemens Gamesa,53.9071,2.0703,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2826,Hornsea Project 1,Siemens Gamesa,53.8996,2.1605,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
2827,Hornsea Project 1,Siemens Gamesa,53.9224,2.1356,United Kingdom,7.0,154.0,115.0,SWT-7.0-154,2019-12
