,wind_farm,oem_manufacturer,latitude,longitude,country,rated_power,rotor_diameter,hub_height,turbine_type,commissioning_date
0,Aberdeen Offshore Wind Farm,Vestas,57.2283,-2.0023,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
1,Aberdeen Offshore Wind Farm,Vestas,57.2159,-2.0112,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
2,Aberdeen Offshore Wind Farm,Vestas,57.216,-1.986,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
3,Aberdeen Offshore Wind Farm,Vestas,57.2236,-2.0127,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
4,Aberdeen Offshore Wind Farm,Vestas,57.24,-1.9759,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
5,Aberdeen Offshore Wind Farm,Vestas,57.2335,-1.9896,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
6,Aberdeen Offshore Wind Farm,Vestas,57.2301,-1.9742,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
7,Aberdeen Offshore Wind Farm,Vestas,57.208,-2.0106,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
8,Aberdeen Offshore Wind Farm,Vestas,57.2244,-1.988,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
9,Aberdeen Offshore Wind Farm,Vestas,57.2118,-1.9989,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
10,Aberdeen Offshore Wind Farm,Vestas,57.22,-2.0002,United Kingdom,8.4,164.0,108.5,V164-8.4 MW,2018-09
11,Albatros,Siemens Gamesa,54.4755,6.2334,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
12,Albatros,Siemens Gamesa,54.4963,6.2162,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
13,Albatros,Siemens Gamesa,54.4951,6.2029,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
14,Albatros,Siemens Gamesa,54.4827,6.2334,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
15,Albatros,Siemens Gamesa,54.4898,6.2111,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
16,Albatros,Siemens Gamesa,54.4837,6.2206,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
17,Albatros,Siemens Gamesa,54.4971,6.2357,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
18,Albatros,Siemens Gamesa,54.4954,6.2474,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
19,Albatros,Siemens Gamesa,54.4661,6.2479,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
20,Albatros,Siemens Gamesa,54.4724,6.2586,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
21,Albatros,Siemens Gamesa,54.4868,6.2831,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
22,Albatros,Siemens Gamesa,54.4943,6.2972,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
23,Albatros,Siemens Gamesa,54.4943,6.2698,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
24,Albatros,Siemens Gamesa,54.4932,6.2581,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
25,Albatros,Siemens Gamesa,54.4819,6.2472,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
26,Albatros,Siemens Gamesa,54.4898,6.2349,Germany,7.0,154.0,105.0,SWT-7.0-154,2020-01
27,Alpha Ventus,Adwen,54.0003,6.6072,Germany,5.0,116.0,90.0,M5000-116,2010-04
28,Alpha Ventus,Senvion,54.0217,6.6183,Germany,5.08,126.0,92.0,5M,2010-04
29,Alpha Ventus,Senvion,54.0143,6.6063,Germany,5.08,126.0,92.0,5M,2010-04
30,Alpha Ventus,Adwen,54.0075,6.6067,Germany,5.0,116.0,90.0,M5000-116,2010-04
31,Alpha Ventus,Senvion,54.0217,6.6059,Germany,5.08,126.0,92.0,5M,2010-04
32,Alpha Ventus,Adwen,54.0003,6.5945,Germany,5.0,116.0,90.0,M5000-116,2010-04
33,Alpha Ventus,Adwen,54.0003,6.6198,Germany,5.0,116.0,90.0,M5000-116,2010-04
34,Alpha Ventus,Adwen,54.0075,6.6193,Germany,5.0,116.0,90.0,M5000-116,2010-04
35,Alpha Ventus,Senvion,54.0143,6.5938,Germany,5.08,126.0,92.0,5M,2010-04
36,Alpha Ventus,Adwen,54.0075,6.5942,Germany,5.0,116.0,90.0,M5000-116,2010-04
37,Alpha Ventus,Senvion,54.0217,6.5935,Germany,5.08,126.0,92.0,5M,2010-04
38,Alpha Ventus,Senvion,54.0143,6.6188,Germany,5.08,126.0,92.0,5M,2010-04
39,Amrumbank West,Siemens,54.5226,7.691,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
40,Amrumbank West,Siemens,54.5226,7.6785,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
41,Amrumbank West,Siemens,54.5226,7.7034,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
42,Amrumbank West,Siemens,54.5226,7.7159,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
43,Amrumbank West,Siemens,54.5226,7.7409,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
44,Amrumbank West,Siemens,54.5226,7.7534,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
45,Amrumbank West,Siemens,54.5226,7.7659,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
46,Amrumbank West,Siemens,54.5172,7.6785,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
47,Amrumbank West,Siemens,54.5226,7.7284,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
48,Amrumbank West,Siemens,54.528,7.641,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
49,Amrumbank West,Siemens,54.528,7.6535,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
50,Amrumbank West,Siemens,54.5226,7.666,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
51,Amrumbank West,Siemens,54.5226,7.6535,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
52,Amrumbank West,Siemens,54.5172,7.7659,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
53,Amrumbank West,Siemens,54.5172,7.7284,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
54,Amrumbank West,Siemens,54.5172,7.641,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
55,Amrumbank West,Siemens,54.5118,7.7284,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
56,Amrumbank West,Siemens,54.5118,7.7159,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
57,Amrumbank West,Siemens,54.5118,7.7659,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
58,Amrumbank West,Siemens,54.5118,7.7409,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
59,Amrumbank West,Siemens,54.5118,7.691,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
60,Amrumbank West,Siemens,54.5118,7.7534,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
61,Amrumbank West,Siemens,54.5118,7.6785,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
62,Amrumbank West,Siemens,54.5118,7.7034,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
63,Amrumbank West,Siemens,54.5118,7.641,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
64,Amrumbank West,Siemens,54.5226,7.641,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
65,Amrumbank West,Siemens,54.5118,7.666,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
66,Amrumbank West,Siemens,54.5064,7.691,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
67,Amrumbank West,Siemens,54.5064,7.7659,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
68,Amrumbank West,Siemens,54.5064,7.7535,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
69,Amrumbank West,Siemens,54.5172,7.666,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
70,Amrumbank West,Siemens,54.5172,7.691,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
71,Amrumbank West,Siemens,54.5172,7.7034,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
72,Amrumbank West,Siemens,54.5172,7.7409,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
73,Amrumbank West,Siemens,54.5172,7.7534,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
74,Amrumbank West,Siemens,54.5172,7.7159,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
75,Amrumbank West,Siemens,54.528,7.6785,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
76,Amrumbank West,Siemens,54.5118,7.6535,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
77,Amrumbank West,Siemens,54.528,7.666,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
78,Amrumbank West,Siemens,54.5064,7.7409,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
79,Amrumbank West,Siemens,54.528,7.7409,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
80,Amrumbank West,Siemens,54.5334,7.6785,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
81,Amrumbank West,Siemens,54.5334,7.7034,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
82,Amrumbank West,Siemens,54.5334,7.7159,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
83,Amrumbank West,Siemens,54.528,7.7034,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
84,Amrumbank West,Siemens,54.5334,7.7658,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
85,Amrumbank West,Siemens,54.5334,7.7284,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
86,Amrumbank West,Siemens,54.5334,7.7534,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
87,Amrumbank West,Siemens,54.5334,7.666,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
88,Amrumbank West,Siemens,54.5334,7.7783,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
89,Amrumbank West,Siemens,54.5334,7.6909,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
90,Amrumbank West,Siemens,54.5334,7.6535,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
91,Amrumbank West,Siemens,54.5388,7.666,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
92,Amrumbank West,Siemens,54.5388,7.6909,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
93,Amrumbank West,Siemens,54.5388,7.7034,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
94,Amrumbank West,Siemens,54.5388,7.641,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
95,Amrumbank West,Siemens,54.5388,7.7159,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
96,Amrumbank West,Siemens,54.5388,7.6535,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
97,Amrumbank West,Siemens,54.5388,7.7284,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
98,Amrumbank West,Siemens,54.5388,7.7409,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
99,Amrumbank West,Siemens,54.5388,7.7783,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
100,Amrumbank West,Siemens,54.5388,7.7534,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
101,Amrumbank West,Siemens,54.5388,7.7658,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
102,Amrumbank West,Siemens,54.5388,7.6785,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
103,Amrumbank West,Siemens,54.5334,7.641,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
104,Amrumbank West,Siemens,54.5334,7.7409,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
105,Amrumbank West,Siemens,54.5064,7.7284,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
106,Amrumbank West,Siemens,54.528,7.7159,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
107,Amrumbank West,Siemens,54.528,7.7284,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
108,Amrumbank West,Siemens,54.528,7.7534,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
109,Amrumbank West,Siemens,54.528,7.7783,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
110,Amrumbank West,Siemens,54.5064,7.7159,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
111,Amrumbank West,Siemens,54.5064,7.7035,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
112,Amrumbank West,Siemens,54.5172,7.6535,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
113,Amrumbank West,Siemens,54.528,7.7659,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
114,Amrumbank West,Siemens,54.5064,7.6535,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
115,Amrumbank West,Siemens,54.528,7.6909,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
116,Amrumbank West,Siemens,54.5064,7.6785,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
117,Amrumbank West,Siemens,54.5064,7.666,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
118,Amrumbank West,Siemens,54.5064,7.641,Germany,3.6,120.0,90.0,SWT-3.6-120,2015-10
119,Anholt,Siemens,56.6037,11.2649,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
120,Anholt,Siemens,56.6132,11.252,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
121,Anholt,Siemens,56.6297,11.1713,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
122,Anholt,Siemens,56.6305,11.2016,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
123,Anholt,Siemens,56.6348,11.1692,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
124,Anholt,Siemens,56.6366,11.2291,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
125,Anholt,Siemens,56.6379,11.1974,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
126,Anholt,Siemens,56.6401,11.1669,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
127,Anholt,Siemens,56.6268,11.2373,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
128,Anholt,Siemens,56.6074,11.1785,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
129,Anholt,Siemens,56.6415,11.2251,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
130,Anholt,Siemens,56.6089,11.2576,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
131,Anholt,Siemens,56.6103,11.1961,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
132,Anholt,Siemens,56.6231,11.2058,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
133,Anholt,Siemens,56.622,11.2417,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
134,Anholt,Siemens,56.619,11.1749,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
135,Anholt,Siemens,56.6176,11.2466,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
136,Anholt,Siemens,56.6163,11.2275,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
137,Anholt,Siemens,56.6162,11.2096,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
138,Anholt,Siemens,56.6133,11.1768,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
139,Anholt,Siemens,56.6084,11.2137,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
140,Anholt,Siemens,56.6452,11.1647,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
141,Anholt,Siemens,56.6662,11.2068,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
142,Anholt,Siemens,56.6496,11.1908,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
143,Anholt,Siemens,56.6782,11.1736,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
144,Anholt,Siemens,56.6763,11.2001,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
145,Anholt,Siemens,56.6763,11.1614,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
146,Anholt,Siemens,56.6761,11.148,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
147,Anholt,Siemens,56.6711,11.1512,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
148,Anholt,Siemens,56.6712,11.2034,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
149,Anholt,Siemens,56.6867,11.1685,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
150,Anholt,Siemens,56.6914,11.191,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
151,Anholt,Siemens,56.692,11.1653,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
152,Anholt,Siemens,56.6965,11.1881,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
153,Anholt,Siemens,56.6464,11.2213,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
154,Anholt,Siemens,56.6971,11.1619,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
155,Anholt,Siemens,56.7019,11.1721,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
156,Anholt,Siemens,56.7021,11.1587,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
157,Anholt,Siemens,56.6017,11.2381,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
158,Anholt,Siemens,56.6659,11.1541,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
159,Anholt,Siemens,56.6611,11.2103,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
160,Anholt,Siemens,56.6608,11.1569,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
161,Anholt,Siemens,56.6563,11.2139,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
162,Anholt,Siemens,56.6556,11.1597,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
163,Anholt,Siemens,56.6556,11.1872,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
164,Anholt,Siemens,56.6505,11.1622,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
165,Anholt,Siemens,56.7016,11.1854,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
166,Anholt,Siemens,56.6015,11.1801,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
167,Anholt,Siemens,56.5676,11.29,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
168,Anholt,Siemens,56.5986,11.2727,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
169,Anholt,Siemens,56.5613,11.2116,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
170,Anholt,Siemens,56.5612,11.2352,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
171,Anholt,Siemens,56.5594,11.2934,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
172,Anholt,Siemens,56.5581,11.1868,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
173,Anholt,Siemens,56.5575,11.2685,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
174,Anholt,Siemens,56.5548,11.2834,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
175,Anholt,Siemens,56.5534,11.2129,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
176,Anholt,Siemens,56.5528,11.2383,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
177,Anholt,Siemens,56.5501,11.2734,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
178,Anholt,Siemens,56.5456,11.2136,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
179,Anholt,Siemens,56.5454,11.2635,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
180,Anholt,Siemens,56.5445,11.241,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
181,Anholt,Siemens,56.5414,11.187,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
182,Anholt,Siemens,56.601,11.2177,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
183,Anholt,Siemens,56.5377,11.2141,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
184,Anholt,Siemens,56.5359,11.2436,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
185,Anholt,Siemens,56.5313,11.2337,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
186,Anholt,Siemens,56.5302,11.1865,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
187,Anholt,Siemens,56.5299,11.214,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
188,Anholt,Siemens,56.5266,11.2236,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
189,Anholt,Siemens,56.5246,11.186,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
190,Anholt,Siemens,56.5218,11.2135,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
191,Anholt,Siemens,56.519,11.1855,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
192,Anholt,Siemens,56.5173,11.2038,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
193,Anholt,Siemens,56.5135,11.1846,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
194,Anholt,Siemens,56.5525,11.187,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
195,Anholt,Siemens,56.5469,11.187,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
196,Anholt,Siemens,56.5358,11.1868,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
197,Anholt,Siemens,56.5079,11.1838,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
198,Anholt,Siemens,56.564,11.3033,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
199,Anholt,Siemens,56.5647,11.1864,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
200,Anholt,Siemens,56.5407,11.2535,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
201,Anholt,Siemens,56.6863,11.194,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
202,Anholt,Siemens,56.5935,11.2215,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
203,Anholt,Siemens,56.5928,11.2607,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
204,Anholt,Siemens,56.5895,11.2885,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
205,Anholt,Siemens,56.5897,11.1828,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
206,Anholt,Siemens,56.5867,11.2055,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
207,Anholt,Siemens,56.5862,11.2672,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
208,Anholt,Siemens,56.5857,11.2251,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
209,Anholt,Siemens,56.5852,11.2968,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
210,Anholt,Siemens,56.5838,11.184,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
211,Anholt,Siemens,56.5811,11.3053,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
212,Anholt,Siemens,56.5799,11.2744,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
213,Anholt,Siemens,56.5796,11.2535,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
214,Anholt,Siemens,56.5778,11.2287,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
215,Anholt,Siemens,56.5772,11.3143,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
216,Anholt,Siemens,56.5736,11.2819,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
217,Anholt,Siemens,56.5779,11.1848,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
218,Anholt,Siemens,56.5723,11.2585,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
219,Anholt,Siemens,56.5713,11.1856,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
220,Anholt,Siemens,56.5695,11.2321,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
221,Anholt,Siemens,56.5691,11.2101,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
222,Anholt,Siemens,56.5687,11.313,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
223,Anholt,Siemens,56.6813,11.1969,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
224,Anholt,Siemens,56.5649,11.2635,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
225,Anholt,Siemens,56.5734,11.3231,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
226,Anholt,Siemens,56.594,11.2805,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
227,Anholt,Siemens,56.5944,11.2432,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
228,Anholt,Siemens,56.5946,11.2027,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
229,Anholt,Siemens,56.5956,11.1815,Denmark,3.6,120.0,81.6,SWT-3.6-120,2013-09
230,Arcadis Ost 1,Vestas,54.7884,13.7432,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
231,Arcadis Ost 1,Vestas,54.7999,13.7184,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
232,Arcadis Ost 1,Vestas,54.809,13.7093,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
233,Arcadis Ost 1,Vestas,54.7906,13.7316,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
234,Arcadis Ost 1,Vestas,54.8536,13.6129,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
235,Arcadis Ost 1,Vestas,54.8302,13.663,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
236,Arcadis Ost 1,Vestas,54.8248,13.6759,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
237,Arcadis Ost 1,Vestas,54.7927,13.7205,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
238,Arcadis Ost 1,Vestas,54.8169,13.6927,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
239,Arcadis Ost 1,Vestas,54.795,13.707,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
240,Arcadis Ost 1,Vestas,54.8328,13.594,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
241,Arcadis Ost 1,Vestas,54.8045,13.6684,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
242,Arcadis Ost 1,Vestas,54.7994,13.6874,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
243,Arcadis Ost 1,Vestas,54.8358,13.6337,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
244,Arcadis Ost 1,Vestas,54.8196,13.6116,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
245,Arcadis Ost 1,Vestas,54.83,13.5731,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
246,Arcadis Ost 1,Vestas,54.807,13.6589,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
247,Arcadis Ost 1,Vestas,54.8121,13.6398,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
248,Arcadis Ost 1,Vestas,54.8451,13.5843,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
249,Arcadis Ost 1,Vestas,54.8433,13.5945,Germany,9.5,174.0,110.0,V174-9.5 MW,2023-12
